dateCompleted	meanID	userSurveyID	value	answers	dateStart	itemsetID	kpiName	isDeleted	sex	birthDate	entryDate	age	employment	orgNodeID	orgNodeLabel	orgNodeShortLabel	orgNodeLeft	orgNodeRight	orgNodeLevel
2019-12-17	1221	251	6.0	1	2019-12-17	102009	direct_superior	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-17	1222	251	6.0	2	2019-12-17	102020	personal_development	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-17	1223	251	4.0	1	2019-12-17	102022	communication	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-17	1224	251	4.5	2	2019-12-17	102031	satisfaction	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-17	1225	251	6.5	2	2019-12-17	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-27	1775	358	5.0	1	2019-12-27	102009	direct_superior	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-27	1776	358	5.0	1	2019-12-27	102022	communication	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-27	1777	358	6.0	1	2019-12-27	102024	rewards	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-27	1778	358	6.0	2	2019-12-27	102031	satisfaction	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-27	1779	358	6.0	2	2019-12-27	102033	commitment	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2019-12-27	1780	358	6.0	1	2019-12-27	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	59	0	100	Switzerland	Switzerland	2	3	2
2020-01-06	2449	506	7.0	1	2020-01-06	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-06	2450	506	4.0	1	2020-01-06	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-06	2451	506	3.5	2	2020-01-06	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-06	2452	506	7.0	2	2020-01-06	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-06	2453	506	6.0	2	2020-01-06	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-17	3145	663	6.0	2	2020-01-17	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-17	3146	663	4.0	1	2020-01-17	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-17	3147	663	5.0	2	2020-01-17	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-17	3148	663	4.5	2	2020-01-17	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-17	3149	663	8.0	1	2020-01-17	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-28	3686	772	6.0	1	2020-01-28	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-28	3687	772	5.0	1	2020-01-28	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-28	3688	772	5.0	1	2020-01-28	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-28	3689	772	8.0	3	2020-01-28	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-28	3690	772	6.0	1	2020-01-28	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-01-28	3691	772	7.0	1	2020-01-28	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4154	877	6.0	1	2020-02-07	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4155	877	5.0	2	2020-02-07	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4156	877	8.0	1	2020-02-07	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4157	877	6.0	1	2020-02-07	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4158	877	6.0	1	2020-02-07	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4159	877	6.0	1	2020-02-07	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-07	4160	877	6.0	1	2020-02-07	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4744	1003	8.0	1	2020-02-15	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4745	1003	5.0	2	2020-02-15	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4746	1003	5.0	1	2020-02-15	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4747	1003	5.0	1	2020-02-15	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4748	1003	5.0	1	2020-02-15	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4749	1003	4.0	1	2020-02-15	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-15	4750	1003	5.0	1	2020-02-15	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-22	5190	1101	8.0	1	2020-02-22	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-22	5191	1101	6.0	1	2020-02-22	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-22	5192	1101	6.5	2	2020-02-22	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-22	5193	1101	7.0	2	2020-02-22	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-22	5194	1101	5.0	1	2020-02-22	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-02-22	5195	1101	4.0	1	2020-02-22	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-03	5852	1245	6.0	2	2020-03-03	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-03	5853	1245	6.0	1	2020-03-03	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-03	5854	1245	8.0	1	2020-03-03	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-03	5855	1245	5.5	2	2020-03-03	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-03	5856	1245	8.0	1	2020-03-03	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-03	5857	1245	8.0	1	2020-03-03	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-20	6683	1457	3.0	1	2020-03-20	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-20	6684	1457	5.0	1	2020-03-20	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-20	6685	1457	6.0	1	2020-03-20	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-20	6686	1457	3.5	2	2020-03-20	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-20	6687	1457	5.5	2	2020-03-20	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-20	6688	1457	4.0	1	2020-03-20	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-30	7228	1608	5.0	2	2020-03-30	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-30	7229	1608	5.0	1	2020-03-30	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-30	7230	1608	4.5	2	2020-03-30	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-30	7231	1608	6.5	2	2020-03-30	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-03-30	7232	1608	8.0	1	2020-03-30	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-10	7702	1720	4.0	1	2020-04-10	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-10	7703	1720	5.5	2	2020-04-10	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-10	7704	1720	5.0	1	2020-04-10	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-10	7705	1720	6.5	2	2020-04-10	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-10	7706	1720	6.0	2	2020-04-10	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-28	8862	1993	5.0	1	2020-04-28	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-28	8863	1993	7.0	1	2020-04-28	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-28	8864	1993	8.0	1	2020-04-28	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-28	8865	1993	5.5	2	2020-04-28	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-28	8866	1993	4.5	2	2020-04-28	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-04-28	8867	1993	8.0	1	2020-04-28	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-08	9447	2116	5.333	3	2020-05-08	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-08	9448	2116	7.0	2	2020-05-08	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-08	9449	2116	5.0	1	2020-05-08	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-08	9450	2116	4.0	1	2020-05-08	102024	rewards	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-08	9451	2116	7.0	1	2020-05-08	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-17	11365	2239	4.0	2	2020-05-17	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-17	11366	2239	5.0	1	2020-05-17	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-17	11367	2239	3.5	2	2020-05-17	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-17	11368	2239	3.0	1	2020-05-17	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-17	11369	2239	5.0	1	2020-05-17	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-17	11370	2239	8.0	1	2020-05-17	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-24	11371	2345	5.0	1	2020-05-24	102009	direct_superior	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-24	11372	2345	5.0	1	2020-05-24	102020	personal_development	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-24	11373	2345	3.0	1	2020-05-24	102022	communication	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-24	11374	2345	5.0	2	2020-05-24	102031	satisfaction	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-24	11375	2345	4.0	1	2020-05-24	102033	commitment	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2020-05-24	11376	2345	7.0	2	2020-05-24	102035	emotional_exhaustion	0	m	1960-02-09	2019-01-26	60	1	100	Switzerland	Switzerland	2	3	2
2019-12-06	380	76	3.0	2	2019-12-06	102009	direct_superior	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-06	381	76	3.0	2	2019-12-06	102020	personal_development	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-06	382	76	10.0	1	2019-12-06	102031	satisfaction	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-06	383	76	1.0	1	2019-12-06	102033	commitment	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-06	384	76	8.0	2	2019-12-06	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-13	832	169	9.0	2	2019-12-13	102009	direct_superior	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-13	833	169	5.0	2	2019-12-13	102022	communication	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-13	834	169	9.0	1	2019-12-13	102024	rewards	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-13	835	169	3.0	1	2019-12-13	102031	satisfaction	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-13	836	169	4.0	1	2019-12-13	102033	commitment	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-13	837	169	7.0	1	2019-12-13	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1287	267	8.0	2	2019-12-20	102020	personal_development	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1288	267	2.0	1	2019-12-20	102022	communication	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1289	267	6.0	1	2019-12-20	102024	rewards	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1290	267	5.0	2	2019-12-20	102031	satisfaction	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1291	267	7.0	1	2019-12-20	102033	commitment	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1292	267	7.0	1	2019-12-20	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2070	419	9.0	1	2019-12-30	102009	direct_superior	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2071	419	9.0	2	2019-12-30	102020	personal_development	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2072	419	5.0	1	2019-12-30	102022	communication	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2073	419	2.0	2	2019-12-30	102024	rewards	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2074	419	2.0	1	2019-12-30	102031	satisfaction	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2075	419	6.0	1	2019-12-30	102033	commitment	0	f	1970-02-09	2017-01-26	49	2	100	Switzerland	Switzerland	2	3	2
2020-01-18	3201	675	7.0	1	2020-01-18	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-01-18	3202	675	1.0	1	2020-01-18	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-01-18	3203	675	8.0	2	2020-01-18	102024	rewards	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-01-18	3204	675	8.0	1	2020-01-18	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-01-18	3205	675	5.0	1	2020-01-18	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-01-18	3206	675	9.0	2	2020-01-18	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-09	4389	926	6.0	2	2020-02-09	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-09	4390	926	4.0	2	2020-02-09	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-09	4391	926	3.0	1	2020-02-09	102022	communication	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-09	4392	926	10.0	1	2020-02-09	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-09	4393	926	2.0	1	2020-02-09	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-09	4394	926	7.0	1	2020-02-09	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-21	5086	1081	9.0	2	2020-02-21	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-21	5087	1081	2.0	1	2020-02-21	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-21	5088	1081	6.0	2	2020-02-21	102022	communication	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-21	5089	1081	2.0	1	2020-02-21	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-21	5090	1081	9.0	2	2020-02-21	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5576	1181	4.0	1	2020-02-29	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5577	1181	7.0	1	2020-02-29	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5578	1181	1.0	2	2020-02-29	102022	communication	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5579	1181	10.0	1	2020-02-29	102024	rewards	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5580	1181	3.0	1	2020-02-29	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5581	1181	6.0	1	2020-02-29	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-02-29	5582	1181	2.0	1	2020-02-29	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-03-29	7126	1583	2.0	1	2020-03-29	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-03-29	7127	1583	8.0	1	2020-03-29	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-03-29	7128	1583	1.0	2	2020-03-29	102022	communication	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-03-29	7129	1583	10.0	2	2020-03-29	102024	rewards	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-03-29	7130	1583	9.0	2	2020-03-29	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-05	7533	1678	10.0	2	2020-04-05	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-05	7534	1678	1.0	1	2020-04-05	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-05	7535	1678	5.0	1	2020-04-05	102024	rewards	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-05	7536	1678	4.0	1	2020-04-05	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-05	7537	1678	10.0	1	2020-04-05	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-05	7538	1678	9.0	2	2020-04-05	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-12	7846	1761	10.0	1	2020-04-12	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-12	7847	1761	6.0	1	2020-04-12	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-12	7848	1761	9.0	2	2020-04-12	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-12	7849	1761	4.0	2	2020-04-12	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-04-12	7850	1761	3.0	2	2020-04-12	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-04	9277	2082	5.0	1	2020-05-04	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-04	9278	2082	6.0	1	2020-05-04	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-04	9279	2082	4.5	2	2020-05-04	102022	communication	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-04	9280	2082	2.0	1	2020-05-04	102024	rewards	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-04	9281	2082	1.5	2	2020-05-04	102031	satisfaction	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-04	9282	2082	2.0	1	2020-05-04	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-15	9838	2199	1.0	1	2020-05-15	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-15	9839	2199	5.5	2	2020-05-15	102020	personal_development	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-15	9840	2199	5.5	2	2020-05-15	102022	communication	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-15	9841	2199	6.0	1	2020-05-15	102024	rewards	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-15	9842	2199	2.0	1	2020-05-15	102033	commitment	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-05-15	9843	2199	3.0	1	2020-05-15	102035	emotional_exhaustion	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
2020-06-05	11217	2520	5.5	2	2020-06-05	102009	direct_superior	0	f	1970-02-09	2017-01-26	50	3	100	Switzerland	Switzerland	2	3	2
