userSurveyID	userID	userIsDeleted	dateStart	dateCompleted	isComplete	mobileConnectionCount	orgNodeID	orgNodeLeft	orgNodeRight
105	1119	0	2019-12-06	2019-12-06	1	0	300	6	7
106	1061	0	2019-12-06	2019-12-06	1	0	200	4	5
107	1047	0	2019-12-06	2019-12-06	1	0	100	2	3
108	1105	0	2019-12-06	2019-12-06	1	0	300	6	7
109	1084	0	2019-12-06	2019-12-06	1	0	200	4	5
110	1108	0	2019-12-06	2019-12-06	1	0	300	6	7
111	1103	0	2019-12-06	2019-12-06	1	0	300	6	7
112	1027	0	2019-12-06		0	0	100	2	3
113	1087	0	2019-12-06	2019-12-06	1	0	200	4	5
114	1090	0	2019-12-06	2019-12-06	1	0	200	4	5
115	1071	0	2019-12-06	2019-12-06	1	0	200	4	5
116	1066	0	2019-12-06		0	0	200	4	5
117	1051	0	2019-12-06	2019-12-06	1	0	100	2	3
118	1107	0	2019-12-06	2019-12-06	1	0	300	6	7
119	1006	0	2019-12-06	2019-12-06	1	0	100	2	3
120	1077	0	2019-12-06	2019-12-06	1	0	200	4	5
121	1110	0	2019-12-08	2019-12-08	1	0	300	6	7
122	1025	0	2019-12-08	2019-12-08	1	0	100	2	3
123	1034	0	2019-12-08	2019-12-08	1	0	100	2	3
124	1012	0	2019-12-08		0	0	100	2	3
125	1102	0	2019-12-08	2019-12-08	1	0	300	6	7
126	1045	0	2019-12-08	2019-12-08	1	0	100	2	3
127	1016	0	2019-12-08	2019-12-08	1	0	100	2	3
128	1001	0	2019-12-08	2019-12-08	1	0	100	2	3
129	1058	0	2019-12-08	2019-12-08	1	0	100	2	3
130	1022	0	2019-12-08	2019-12-08	1	0	100	2	3
131	1088	0	2019-12-09	2019-12-09	1	0	200	4	5
132	1092	0	2019-12-09	2019-12-09	1	0	300	6	7
133	1091	0	2019-12-09		0	0	300	6	7
134	1093	0	2019-12-09		0	0	300	6	7
135	1014	0	2019-12-09	2019-12-09	1	0	100	2	3
136	1044	0	2019-12-09		0	0	100	2	3
137	1042	0	2019-12-09	2019-12-09	1	0	100	2	3
138	1019	0	2019-12-09	2019-12-09	1	0	100	2	3
139	1073	0	2019-12-09	2019-12-09	1	0	200	4	5
140	1078	0	2019-12-09	2019-12-09	1	0	200	4	5
141	1064	0	2019-12-10	2019-12-10	1	0	200	4	5
142	1010	0	2019-12-10	2019-12-10	1	0	100	2	3
143	1085	0	2019-12-10		0	0	200	4	5
144	1038	0	2019-12-10	2019-12-10	1	0	100	2	3
145	1109	0	2019-12-10	2019-12-10	1	0	300	6	7
146	1041	0	2019-12-10	2019-12-10	1	0	100	2	3
147	1029	0	2019-12-10	2019-12-10	1	0	100	2	3
148	1111	0	2019-12-10	2019-12-10	1	0	300	6	7
149	1081	0	2019-12-10	2019-12-10	1	0	200	4	5
150	1120	0	2019-12-10	2019-12-10	1	0	300	6	7
151	1118	0	2019-12-10	2019-12-10	1	0	300	6	7
152	1096	0	2019-12-10	2019-12-10	1	0	300	6	7
153	1097	0	2019-12-10	2019-12-10	1	0	300	6	7
154	1052	0	2019-12-10	2019-12-10	1	0	100	2	3
155	1009	0	2019-12-10	2019-12-10	1	0	100	2	3
156	1076	0	2019-12-10		0	0	200	4	5
157	1023	0	2019-12-13	2019-12-13	1	0	100	2	3
158	1033	0	2019-12-13	2019-12-13	1	0	100	2	3
159	1030	0	2019-12-13	2019-12-13	1	0	100	2	3
160	1046	0	2019-12-13	2019-12-13	1	0	100	2	3
161	1017	0	2019-12-13	2019-12-13	1	0	100	2	3
162	1026	0	2019-12-13		0	0	100	2	3
163	1040	0	2019-12-13	2019-12-13	1	0	100	2	3
164	1113	0	2019-12-13	2019-12-13	1	0	300	6	7
165	1067	0	2019-12-13	2019-12-13	1	0	200	4	5
166	1004	0	2019-12-13	2019-12-13	1	0	100	2	3
167	1090	0	2019-12-13	2019-12-13	1	0	200	4	5
168	1013	0	2019-12-13	2019-12-13	1	0	100	2	3
169	1002	0	2019-12-13	2019-12-13	1	0	100	2	3
170	1117	0	2019-12-13	2019-12-13	1	0	300	6	7
171	1116	0	2019-12-13	2019-12-13	1	0	300	6	7
172	1039	0	2019-12-13	2019-12-13	1	0	100	2	3
173	1027	0	2019-12-13	2019-12-13	1	0	100	2	3
174	1018	0	2019-12-13	2019-12-13	1	0	100	2	3
175	1055	0	2019-12-13	2019-12-13	1	0	100	2	3
176	1106	0	2019-12-13	2019-12-13	1	0	300	6	7
177	1095	0	2019-12-13	2019-12-13	1	0	300	6	7
178	1024	0	2019-12-13	2019-12-13	1	0	100	2	3
179	1065	0	2019-12-13	2019-12-13	1	0	200	4	5
180	1020	0	2019-12-13		0	0	100	2	3
181	1007	0	2019-12-13	2019-12-13	1	0	100	2	3
182	1115	0	2019-12-13	2019-12-13	1	0	300	6	7
183	1077	0	2019-12-13	2019-12-13	1	0	200	4	5
184	1048	0	2019-12-13	2019-12-13	1	0	100	2	3
185	1098	0	2019-12-13	2019-12-13	1	0	300	6	7
186	1032	0	2019-12-13		0	0	100	2	3
187	1015	0	2019-12-13	2019-12-13	1	0	100	2	3
188	1100	0	2019-12-13	2019-12-13	1	0	300	6	7
189	1074	0	2019-12-13	2019-12-13	1	0	200	4	5
190	1053	0	2019-12-13	2019-12-13	1	0	100	2	3
191	1036	0	2019-12-13	2019-12-13	1	0	100	2	3
192	1080	0	2019-12-13	2019-12-13	1	0	200	4	5
193	1047	0	2019-12-13	2019-12-13	1	0	100	2	3
194	1031	0	2019-12-13	2019-12-13	1	0	100	2	3
195	1099	0	2019-12-13	2019-12-13	1	0	300	6	7
196	1061	0	2019-12-13	2019-12-13	1	0	200	4	5
197	1063	0	2019-12-13		0	0	200	4	5
198	1069	0	2019-12-13	2019-12-13	1	0	200	4	5
199	1050	0	2019-12-13	2019-12-13	1	0	100	2	3
200	1003	0	2019-12-13	2019-12-13	1	0	100	2	3
201	1089	0	2019-12-13	2019-12-13	1	0	200	4	5
202	1051	0	2019-12-14	2019-12-14	1	0	100	2	3
203	1056	0	2019-12-14	2019-12-14	1	0	100	2	3
204	1005	0	2019-12-14	2019-12-14	1	0	100	2	3
205	1021	0	2019-12-14	2019-12-14	1	0	100	2	3
206	1049	0	2019-12-14	2019-12-14	1	0	100	2	3
207	1104	0	2019-12-14	2019-12-14	1	0	300	6	7
208	1075	0	2019-12-14	2019-12-14	1	0	200	4	5
209	1105	0	2019-12-14		0	0	300	6	7
210	1062	0	2019-12-14		0	0	200	4	5
211	1094	0	2019-12-14	2019-12-14	1	0	300	6	7
212	1086	0	2019-12-14	2019-12-14	1	0	200	4	5
213	1025	0	2019-12-15	2019-12-15	1	0	100	2	3
214	1035	0	2019-12-15	2019-12-15	1	0	100	2	3
215	1112	0	2019-12-15		0	0	300	6	7
216	1101	0	2019-12-15	2019-12-15	1	0	300	6	7
217	1102	0	2019-12-15	2019-12-15	1	0	300	6	7
218	1008	0	2019-12-15		0	0	100	2	3
219	1083	0	2019-12-15	2019-12-15	1	0	200	4	5
220	1045	0	2019-12-15	2019-12-15	1	0	100	2	3
221	1119	0	2019-12-15	2019-12-15	1	0	300	6	7
222	1057	0	2019-12-15	2019-12-15	1	0	100	2	3
223	1087	0	2019-12-15	2019-12-15	1	0	200	4	5
224	1037	0	2019-12-15	2019-12-15	1	0	100	2	3
225	1072	0	2019-12-15		0	0	200	4	5
226	1084	0	2019-12-16	2019-12-16	1	0	200	4	5
227	1014	0	2019-12-16	2019-12-16	1	0	100	2	3
228	1016	0	2019-12-16	2019-12-16	1	0	100	2	3
229	1058	0	2019-12-16		0	0	100	2	3
230	1060	0	2019-12-16		0	0	100	2	3
231	1043	0	2019-12-16		0	0	100	2	3
232	1006	0	2019-12-16	2019-12-16	1	0	100	2	3
233	1082	0	2019-12-16	2019-12-16	1	0	200	4	5
234	1054	0	2019-12-16		0	0	100	2	3
235	1114	0	2019-12-16	2019-12-16	1	0	300	6	7
236	1108	0	2019-12-16	2019-12-16	1	0	300	6	7
237	1028	0	2019-12-16	2019-12-16	1	0	100	2	3
238	1071	0	2019-12-16	2019-12-16	1	0	200	4	5
239	1070	0	2019-12-16	2019-12-16	1	0	200	4	5
240	1093	0	2019-12-16		0	0	300	6	7
241	1059	0	2019-12-16	2019-12-16	1	0	100	2	3
242	1066	0	2019-12-16	2019-12-16	1	0	200	4	5
243	1103	0	2019-12-16	2019-12-16	1	0	300	6	7
244	1079	0	2019-12-16		0	0	200	4	5
245	1011	0	2019-12-16	2019-12-16	1	0	100	2	3
246	1068	0	2019-12-16	2019-12-16	1	0	200	4	5
247	1107	0	2019-12-16	2019-12-16	1	0	300	6	7
248	1073	0	2019-12-17	2019-12-17	1	0	200	4	5
249	1019	0	2019-12-17	2019-12-17	1	0	100	2	3
250	1096	0	2019-12-17	2019-12-17	1	0	300	6	7
251	1001	0	2019-12-17	2019-12-17	1	0	100	2	3
252	1111	0	2019-12-17	2019-12-17	1	0	300	6	7
253	1110	0	2019-12-17	2019-12-17	1	0	300	6	7
254	1118	0	2019-12-17		0	0	300	6	7
255	1010	0	2019-12-20	2019-12-20	1	0	100	2	3
256	1012	0	2019-12-20	2019-12-20	1	0	100	2	3
257	1085	0	2019-12-20	2019-12-20	1	0	200	4	5
258	1115	0	2019-12-20		0	0	300	6	7
259	1076	0	2019-12-20	2019-12-20	1	0	200	4	5
260	1015	0	2019-12-20	2019-12-20	1	0	100	2	3
261	1041	0	2019-12-20	2019-12-20	1	0	100	2	3
262	1077	0	2019-12-20		0	0	200	4	5
263	1003	0	2019-12-20	2019-12-20	1	0	100	2	3
264	1109	0	2019-12-20	2019-12-20	1	0	300	6	7
265	1097	0	2019-12-20		0	0	300	6	7
266	1029	0	2019-12-20	2019-12-20	1	0	100	2	3
267	1002	0	2019-12-20	2019-12-20	1	0	100	2	3
268	1044	0	2019-12-20	2019-12-20	1	0	100	2	3
269	1091	0	2019-12-20	2019-12-20	1	0	300	6	7
270	1078	0	2019-12-20		0	0	200	4	5
271	1034	0	2019-12-20	2019-12-20	1	0	100	2	3
272	1064	0	2019-12-20	2019-12-20	1	0	200	4	5
273	1004	0	2019-12-20	2019-12-20	1	0	100	2	3
274	1088	0	2019-12-20	2019-12-20	1	0	200	4	5
275	1038	0	2019-12-20	2019-12-20	1	0	100	2	3
276	1033	0	2019-12-20	2019-12-20	1	0	100	2	3
277	1081	0	2019-12-20	2019-12-20	1	0	200	4	5
278	1009	0	2019-12-20	2019-12-20	1	0	100	2	3
279	1080	0	2019-12-20	2019-12-20	1	0	200	4	5
280	1090	0	2019-12-20	2019-12-20	1	0	200	4	5
281	1092	0	2019-12-20	2019-12-20	1	0	300	6	7
282	1042	0	2019-12-20	2019-12-20	1	0	100	2	3
283	1022	0	2019-12-20	2019-12-20	1	0	100	2	3
284	1052	0	2019-12-20	2019-12-20	1	0	100	2	3
285	1007	0	2019-12-20	2019-12-20	1	0	100	2	3
286	1120	0	2019-12-20	2019-12-20	1	0	300	6	7
287	1026	0	2019-12-21	2019-12-21	1	0	100	2	3
288	1050	0	2019-12-21	2019-12-21	1	0	100	2	3
289	1030	0	2019-12-21	2019-12-21	1	0	100	2	3
290	1098	0	2019-12-21	2019-12-21	1	0	300	6	7
291	1106	0	2019-12-21	2019-12-21	1	0	300	6	7
292	1113	0	2019-12-21	2019-12-21	1	0	300	6	7
293	1056	0	2019-12-21	2019-12-21	1	0	100	2	3
294	1046	0	2019-12-21	2019-12-21	1	0	100	2	3
295	1040	0	2019-12-21	2019-12-21	1	0	100	2	3
296	1027	0	2019-12-21	2019-12-21	1	0	100	2	3
297	1047	0	2019-12-21	2019-12-21	1	0	100	2	3
298	1104	0	2019-12-21	2019-12-21	1	0	300	6	7
299	1062	0	2019-12-21	2019-12-21	1	0	200	4	5
300	1074	0	2019-12-21	2019-12-21	1	0	200	4	5
301	1005	0	2019-12-21	2019-12-21	1	0	100	2	3
302	1065	0	2019-12-21	2019-12-21	1	0	200	4	5
303	1069	0	2019-12-21	2019-12-21	1	0	200	4	5
304	1023	0	2019-12-22	2019-12-22	1	0	100	2	3
305	1013	0	2019-12-22	2019-12-22	1	0	100	2	3
306	1063	0	2019-12-22	2019-12-22	1	0	200	4	5
307	1095	0	2019-12-22	2019-12-22	1	0	300	6	7
308	1055	0	2019-12-22		0	0	100	2	3
309	1045	0	2019-12-22	2019-12-22	1	0	100	2	3
310	1024	0	2019-12-22		0	0	100	2	3
311	1061	0	2019-12-22	2019-12-22	1	0	200	4	5
312	1017	0	2019-12-22	2019-12-22	1	0	100	2	3
313	1094	0	2019-12-22	2019-12-22	1	0	300	6	7
314	1117	0	2019-12-22	2019-12-22	1	0	300	6	7
315	1039	0	2019-12-23	2019-12-23	1	0	100	2	3
316	1089	0	2019-12-23	2019-12-23	1	0	200	4	5
317	1100	0	2019-12-23	2019-12-23	1	0	300	6	7
318	1048	0	2019-12-23	2019-12-23	1	0	100	2	3
319	1067	0	2019-12-23		0	0	200	4	5
320	1021	0	2019-12-23	2019-12-23	1	0	100	2	3
321	1053	0	2019-12-23	2019-12-23	1	0	100	2	3
322	1025	0	2019-12-23	2019-12-23	1	0	100	2	3
323	1086	0	2019-12-23	2019-12-23	1	0	200	4	5
324	1051	0	2019-12-23	2019-12-23	1	0	100	2	3
325	1099	0	2019-12-23	2019-12-23	1	0	300	6	7
326	1031	0	2019-12-23	2019-12-23	1	0	100	2	3
327	1105	0	2019-12-23	2019-12-23	1	0	300	6	7
328	1112	0	2019-12-23	2019-12-23	1	0	300	6	7
329	1020	0	2019-12-23	2019-12-23	1	0	100	2	3
330	1036	0	2019-12-23	2019-12-23	1	0	100	2	3
331	1032	0	2019-12-23	2019-12-23	1	0	100	2	3
332	1018	0	2019-12-23	2019-12-23	1	0	100	2	3
333	1116	0	2019-12-23	2019-12-23	1	0	300	6	7
334	1119	0	2019-12-24	2019-12-24	1	0	300	6	7
335	1057	0	2019-12-24	2019-12-24	1	0	100	2	3
336	1075	0	2019-12-24		0	0	200	4	5
337	1058	0	2019-12-24	2019-12-24	1	0	100	2	3
338	1114	0	2019-12-24	2019-12-24	1	0	300	6	7
339	1037	0	2019-12-24	2019-12-24	1	0	100	2	3
340	1111	0	2019-12-24	2019-12-24	1	0	300	6	7
341	1049	0	2019-12-24	2019-12-24	1	0	100	2	3
342	1019	0	2019-12-24	2019-12-24	1	0	100	2	3
343	1071	0	2019-12-24	2019-12-24	1	0	200	4	5
344	1006	0	2019-12-24	2019-12-24	1	0	100	2	3
345	1087	0	2019-12-27	2019-12-27	1	0	200	4	5
346	1033	0	2019-12-27	2019-12-27	1	0	100	2	3
347	1097	0	2019-12-27	2019-12-27	1	0	300	6	7
348	1010	0	2019-12-27	2019-12-27	1	0	100	2	3
349	1009	0	2019-12-27	2019-12-27	1	0	100	2	3
350	1102	0	2019-12-27	2019-12-27	1	0	300	6	7
351	1060	0	2019-12-27	2019-12-27	1	0	100	2	3
352	1083	0	2019-12-27	2019-12-27	1	0	200	4	5
353	1008	0	2019-12-27	2019-12-27	1	0	100	2	3
354	1118	0	2019-12-27	2019-12-27	1	0	300	6	7
355	1079	0	2019-12-27	2019-12-27	1	0	200	4	5
356	1014	0	2019-12-27	2019-12-27	1	0	100	2	3
357	1028	0	2019-12-27	2019-12-27	1	0	100	2	3
358	1001	0	2019-12-27	2019-12-27	1	0	100	2	3
359	1070	0	2019-12-27	2019-12-27	1	0	200	4	5
360	1073	0	2019-12-27	2019-12-27	1	0	200	4	5
361	1092	0	2019-12-27	2019-12-27	1	0	300	6	7
362	1108	0	2019-12-27	2019-12-27	1	0	300	6	7
363	1059	0	2019-12-27	2019-12-27	1	0	100	2	3
364	1103	0	2019-12-27	2019-12-27	1	0	300	6	7
365	1084	0	2019-12-27	2019-12-27	1	0	200	4	5
366	1072	0	2019-12-27	2019-12-27	1	0	200	4	5
367	1110	0	2019-12-27	2019-12-27	1	0	300	6	7
368	1068	0	2019-12-27	2019-12-27	1	0	200	4	5
369	1093	0	2019-12-27	2019-12-27	1	0	300	6	7
370	1044	0	2019-12-27	2019-12-27	1	0	100	2	3
371	1082	0	2019-12-27	2019-12-27	1	0	200	4	5
372	1043	0	2019-12-27	2019-12-27	1	0	100	2	3
373	1101	0	2019-12-27	2019-12-27	1	0	300	6	7
374	1096	0	2019-12-27	2019-12-27	1	0	300	6	7
375	1054	0	2019-12-27		0	0	100	2	3
376	1011	0	2019-12-27	2019-12-27	1	0	100	2	3
377	1016	0	2019-12-27	2019-12-27	1	0	100	2	3
378	1107	0	2019-12-27	2019-12-27	1	0	300	6	7
379	1035	0	2019-12-27	2019-12-27	1	0	100	2	3
380	1066	0	2019-12-27	2019-12-27	1	0	200	4	5
381	1027	0	2019-12-28	2019-12-28	1	0	100	2	3
382	1106	0	2019-12-28	2019-12-28	1	0	300	6	7
383	1062	0	2019-12-28		0	0	200	4	5
384	1064	0	2019-12-28	2019-12-28	1	0	200	4	5
385	1004	0	2019-12-28		0	0	100	2	3
386	1052	0	2019-12-28	2019-12-28	1	0	100	2	3
387	1085	0	2019-12-28	2019-12-28	1	0	200	4	5
388	1012	0	2019-12-28	2019-12-28	1	0	100	2	3
389	1015	0	2019-12-28	2019-12-28	1	0	100	2	3
390	1090	0	2019-12-28		0	0	200	4	5
391	1034	0	2019-12-28	2019-12-28	1	0	100	2	3
392	1007	0	2019-12-29	2019-12-29	1	0	100	2	3
393	1113	0	2019-12-29	2019-12-29	1	0	300	6	7
394	1063	0	2019-12-29		0	0	200	4	5
395	1050	0	2019-12-29	2019-12-29	1	0	100	2	3
396	1022	0	2019-12-29	2019-12-29	1	0	100	2	3
397	1077	0	2019-12-29	2019-12-29	1	0	200	4	5
398	1109	0	2019-12-29	2019-12-29	1	0	300	6	7
399	1091	0	2019-12-29	2019-12-29	1	0	300	6	7
400	1065	0	2019-12-29		0	0	200	4	5
401	1088	0	2019-12-29	2019-12-29	1	0	200	4	5
402	1078	0	2019-12-29	2019-12-29	1	0	200	4	5
403	1047	0	2019-12-29	2019-12-29	1	0	100	2	3
404	1030	0	2019-12-29	2019-12-29	1	0	100	2	3
405	1041	0	2019-12-29		0	0	100	2	3
406	1017	0	2019-12-29	2019-12-29	1	0	100	2	3
407	1099	0	2019-12-30	2019-12-30	1	0	300	6	7
408	1094	0	2019-12-30	2019-12-30	1	0	300	6	7
409	1029	0	2019-12-30	2019-12-30	1	0	100	2	3
410	1120	0	2019-12-30	2019-12-30	1	0	300	6	7
411	1026	0	2019-12-30	2019-12-30	1	0	100	2	3
412	1080	0	2019-12-30	2019-12-30	1	0	200	4	5
413	1003	0	2019-12-30	2019-12-30	1	0	100	2	3
414	1081	0	2019-12-30	2019-12-30	1	0	200	4	5
415	1024	0	2019-12-30	2019-12-30	1	0	100	2	3
416	1045	0	2019-12-30		0	0	100	2	3
417	1076	0	2019-12-30	2019-12-30	1	0	200	4	5
418	1038	0	2019-12-30		0	0	100	2	3
419	1002	0	2019-12-30	2019-12-30	1	0	100	2	3
420	1042	0	2019-12-30	2019-12-30	1	0	100	2	3
421	1115	0	2019-12-30		0	0	300	6	7
422	1040	0	2019-12-31	2019-12-31	1	0	100	2	3
423	1069	0	2019-12-31	2019-12-31	1	0	200	4	5
424	1105	0	2019-12-31	2019-12-31	1	0	300	6	7
425	1095	0	2019-12-31	2019-12-31	1	0	300	6	7
426	1013	0	2019-12-31		0	0	100	2	3
427	1074	0	2019-12-31		0	0	200	4	5
428	1098	0	2019-12-31	2019-12-31	1	0	300	6	7
429	1119	0	2019-12-31	2019-12-31	1	0	300	6	7
430	1104	0	2019-12-31	2019-12-31	1	0	300	6	7
431	1005	0	2019-12-31	2019-12-31	1	0	100	2	3
432	1056	0	2019-12-31	2019-12-31	1	0	100	2	3
433	1006	0	2019-12-31	2019-12-31	1	0	100	2	3
434	1075	0	2019-12-31	2019-12-31	1	0	200	4	5
435	1037	0	2019-12-31	2019-12-31	1	0	100	2	3
436	1020	0	2019-12-31	2019-12-31	1	0	100	2	3
437	1046	0	2019-12-31		0	0	100	2	3
438	1032	0	2019-12-31	2019-12-31	1	0	100	2	3
439	1053	0	2020-01-03	2020-01-03	1	0	100	2	3
440	1058	0	2020-01-03	2020-01-03	1	0	100	2	3
441	1021	0	2020-01-03	2020-01-03	1	0	100	2	3
442	1067	0	2020-01-03		0	0	200	4	5
443	1019	0	2020-01-03	2020-01-03	1	0	100	2	3
444	1039	0	2020-01-03	2020-01-03	1	0	100	2	3
445	1100	0	2020-01-03	2020-01-03	1	0	300	6	7
446	1028	0	2020-01-03	2020-01-03	1	0	100	2	3
447	1116	0	2020-01-03	2020-01-03	1	0	300	6	7
448	1071	0	2020-01-03	2020-01-03	1	0	200	4	5
449	1048	0	2020-01-03	2020-01-03	1	0	100	2	3
450	1009	0	2020-01-03	2020-01-03	1	0	100	2	3
451	1086	0	2020-01-03		0	0	200	4	5
452	1049	0	2020-01-03	2020-01-03	1	0	100	2	3
453	1089	0	2020-01-03	2020-01-03	1	0	200	4	5
454	1101	0	2020-01-03		0	0	300	6	7
455	1061	0	2020-01-03	2020-01-03	1	0	200	4	5
456	1036	0	2020-01-03	2020-01-03	1	0	100	2	3
457	1018	0	2020-01-03	2020-01-03	1	0	100	2	3
458	1084	0	2020-01-03		0	0	200	4	5
459	1111	0	2020-01-03	2020-01-03	1	0	300	6	7
460	1057	0	2020-01-03	2020-01-03	1	0	100	2	3
461	1025	0	2020-01-03	2020-01-03	1	0	100	2	3
